,file,class,x1,y1,x2,y2,score
500,Dobes & Limbursky_2013_Vlineves-KSK-049.jpg,goods,136.12314,87.732155,159.77579,110.49479,0.37960568
501,Dobes & Limbursky_2013_Vlineves-KSK-049.jpg,skeleton_left_side,357.6528,421.0486,425.1498,464.371,0.3735161
502,Dobes & Limbursky_2013_Vlineves-KSK-049.jpg,goods,174.73685,166.42516,211.4491,189.51491,0.27821714
503,Dobes & Limbursky_2013_Vlineves-KSK-049.jpg,skull,189.51974,134.47176,215.44186,156.96312,0.25875008
504,Dobes & Limbursky_2013_Vlineves-KSK-049.jpg,skull,350.97232,427.13403,375.92825,450.60358,0.24036148
505,Dobes & Limbursky_2013_Vlineves-KSK-049.jpg,skeleton_left_side,113.532455,456.0523,182.73466,491.58722,0.22656856
506,Dobes & Limbursky_2013_Vlineves-KSK-049.jpg,skull,179.25511,144.13248,212.51689,162.8223,0.21670337
507,Dobes & Limbursky_2013_Vlineves-KSK-049.jpg,skeleton_left_side,64.89815,426.27707,208.6338,502.52994,0.21265303
508,Dobes & Limbursky_2013_Vlineves-KSK-049.jpg,skeleton_left_side,160.77423,137.93863,213.7015,166.24304,0.20884112
509,Dobes & Limbursky_2013_Vlineves-KSK-049.jpg,skeleton_left_side,125.96706,134.56819,207.07298,171.02376,0.18710798
510,Dobes & Limbursky_2013_Vlineves-KSK-049.jpg,goods,196.07558,440.59488,215.6772,461.34897,0.18562435
511,Dobes & Limbursky_2013_Vlineves-KSK-049.jpg,skull,160.77423,137.93863,213.7015,166.24304,0.18180934
512,Dobes & Limbursky_2013_Vlineves-KSK-049.jpg,skeleton_right_side,95.010056,110.72935,222.17757,178.8435,0.14025056
513,Dobes & Limbursky_2013_Vlineves-KSK-049.jpg,arrow_up,436.88788,399.4118,452.29596,418.7907,0.12572795
514,Dobes & Limbursky_2013_Vlineves-KSK-049.jpg,skull,180.22888,462.1246,200.5687,482.79935,0.12507296
515,Dobes & Limbursky_2013_Vlineves-KSK-049.jpg,arrow_up,235.48354,77.41404,246.85243,101.63293,0.12420794
516,Dobes & Limbursky_2013_Vlineves-KSK-049.jpg,skull,188.32742,108.62187,212.64679,129.65552,0.12404136
517,Dobes & Limbursky_2013_Vlineves-KSK-049.jpg,goods,183.01135,159.96432,219.19095,183.43872,0.123880826
518,Dobes & Limbursky_2013_Vlineves-KSK-049.jpg,goods,160.51776,89.22062,179.95514,114.65777,0.11763669
519,Dobes & Limbursky_2013_Vlineves-KSK-049.jpg,skull,141.73108,461.46027,179.36172,487.03052,0.113286845
520,Dobes & Limbursky_2013_Vlineves-KSK-049.jpg,skull,180.1192,161.50111,211.2414,186.01106,0.10873886
521,Dobes & Limbursky_2013_Vlineves-KSK-049.jpg,skeleton,351.25488,415.99448,432.75208,468.30783,0.10081565
522,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,grave,48.19715,445.4352,193.36386,539.74756,0.9999827
523,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,grave_cross_section,36.92636,215.53188,252.58856,262.00476,0.99997497
524,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,grave,53.5035,73.53376,230.9307,196.5148,0.9999534
525,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,grave,274.64313,268.5021,465.68848,384.29184,0.99991417
526,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,grave_cross_section,269.07614,396.1028,484.7861,432.20053,0.9708916
527,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,arrow_up,218.95026,76.550865,229.07336,104.462364,0.901833
528,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,arrow_up,439.7317,273.4971,458.6505,295.64334,0.8638121
529,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,goods,102.09458,508.15475,123.91839,528.6416,0.85330546
530,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,scale,108.18384,199.6764,170.61108,212.47969,0.81999004
531,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,arrow_up,172.29216,451.6035,188.25621,475.4495,0.6032827
532,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,grave_cross_section,45.876205,553.2673,195.53029,580.53326,0.5993971
533,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,scale,273.65973,382.93402,348.29315,396.9483,0.5531586
534,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,goods,82.25432,466.1939,111.32114,490.14502,0.5220304
535,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,scale,50.652214,543.173,126.69283,555.68567,0.4100591
536,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,goods,90.20332,509.21127,117.63501,529.56946,0.3795242
537,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,goods,89.28359,484.80917,115.06315,506.33664,0.34430775
538,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,arrow_up,434.17285,276.02417,451.29315,295.2306,0.34318423
539,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,arrow_up,446.33136,281.27878,465.07996,299.94827,0.23160063
540,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,goods,78.27414,103.28814,108.1671,130.72444,0.16772562
541,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,scale,55.30771,537.0284,119.82507,551.11847,0.16503237
542,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,goods,91.82074,492.63907,120.88797,517.99207,0.15512754
543,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,goods,88.89915,108.2553,123.072395,131.86185,0.15426676
544,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,goods,76.84175,474.65082,104.7484,494.12134,0.1519545
545,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,skeleton_left_side,93.51764,120.37502,174.0527,155.70367,0.13774148
546,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,skeleton,82.01502,109.64604,175.16992,168.6025,0.13505754
547,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,goods,60.700226,314.76123,110.35318,357.43744,0.12608859
548,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,grave_cross_section,42.297012,558.37744,209.75984,612.22266,0.11768795
549,Dobes & Limbursky_2013_Vlineves-KSK-051.jpg,goods,88.25991,474.59598,119.727165,496.7595,0.10545344
550,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,grave,297.3218,66.05824,466.98422,174.32114,0.9999176
551,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,grave_cross_section,42.0085,413.3241,253.6426,446.06677,0.99963963
552,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,grave,46.029823,66.7412,260.14252,202.49911,0.99570256
553,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,grave,42.107773,251.83865,250.85966,401.1254,0.98872644
554,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,grave_cross_section,49.717415,216.36415,261.1483,233.18306,0.9538012
555,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,arrow_up,237.08516,74.87376,252.48885,102.52271,0.9234825
556,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,goods,168.27531,349.20145,197.29744,373.10043,0.91789204
557,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,scale,400.1981,173.05734,466.324,184.69925,0.90447533
558,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,scale,121.96257,200.75748,188.46513,212.57288,0.8643538
559,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,goods,381.8046,144.93896,406.6738,163.53278,0.83541906
560,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,scale,51.319798,390.78857,121.33009,402.14624,0.8259399
561,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,arrow_up,224.08357,249.44926,238.83318,273.29602,0.7858263
562,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,arrow_up,447.18417,72.60542,463.46555,94.84305,0.70739377
563,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,grave_cross_section,297.18848,185.64046,465.80084,218.07506,0.62446445
564,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,goods,143.3883,279.27563,171.86499,306.1126,0.60911673
565,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,goods,376.6054,138.20515,402.52618,159.0938,0.60812813
566,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,goods,189.20625,289.3066,224.5331,315.79617,0.60716003
567,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,goods,179.92644,349.62988,207.7744,370.66217,0.53154725
568,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,arrow_up,218.5747,246.50806,231.26218,271.015,0.46571514
569,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,goods,345.51514,110.54234,370.27997,131.38934,0.4436786
570,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,goods,348.01138,102.14479,372.59433,125.66565,0.36750853
571,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,goods,150.42365,347.06567,188.33798,370.6493,0.26047894
572,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,arrow_up,220.34906,253.76129,233.69177,280.16742,0.22673798
573,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,goods,379.07983,129.6305,402.58673,150.04706,0.1896339
574,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,goods,144.62747,289.25632,164.87805,310.0405,0.17549096
575,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,goods,188.99403,280.48853,217.43205,307.531,0.17401037
576,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,grave_cross_section,272.72574,405.8921,374.2618,486.28192,0.12957776
577,Dobes & Limbursky_2013_Vlineves-KSK-053.jpg,arrow_up,215.08377,256.31033,229.35187,274.59982,0.12358662
578,Dobes & Limbursky_2013_Vlineves-KSK-055.jpg,grave_cross_section,45.01619,472.44415,267.1916,524.2803,0.9998011
579,Dobes & Limbursky_2013_Vlineves-KSK-055.jpg,grave_cross_section,47.732086,229.79709,238.56519,261.49384,0.9995066
580,Dobes & Limbursky_2013_Vlineves-KSK-055.jpg,grave,51.60087,287.04755,256.50967,463.7115,0.9989091
581,Dobes & Limbursky_2013_Vlineves-KSK-055.jpg,grave,48.829338,62.13092,247.65704,209.57422,0.99868006
582,Dobes & Limbursky_2013_Vlineves-KSK-055.jpg,arrow_up,225.71637,72.566475,235.16403,98.550865,0.91885954
583,Dobes & Limbursky_2013_Vlineves-KSK-055.jpg,skeleton_left_side,103.56806,360.55234,225.15414,392.35397,0.8785375
584,Dobes & Limbursky_2013_Vlineves-KSK-055.jpg,goods,165.65686,74.857414,203.93768,115.15934,0.78458184
585,Dobes & Limbursky_2013_Vlineves-KSK-055.jpg,arrow_up,236.67221,288.92447,251.67874,317.32828,0.7306608
586,Dobes & Limbursky_2013_Vlineves-KSK-055.jpg,skull,169.45609,140.67566,206.61884,166.63586,0.681154
587,Dobes & Limbursky_2013_Vlineves-KSK-055.jpg,skeleton_left_side,104.90556,128.63722,209.00972,180.43065,0.647404
588,Dobes & Limbursky_2013_Vlineves-KSK-055.jpg,goods,187.80566,81.35967,213.5769,112.49665,0.60971725
589,Dobes & Limbursky_2013_Vlineves-KSK-055.jpg,scale,162.37943,207.29243,231.38544,225.85268,0.59827924
590,Dobes & Limbursky_2013_Vlineves-KSK-055.jpg,goods,157.40056,320.19583,196.07011,346.8752,0.5171635
591,Dobes & Limbursky_2013_Vlineves-KSK-055.jpg,scale,42.99494,447.13803,117.74789,467.70816,0.42691615
592,Dobes & Limbursky_2013_Vlineves-KSK-055.jpg,goods,190.05101,344.51163,215.22585,372.7496,0.18272921
593,Dobes & Limbursky_2013_Vlineves-KSK-055.jpg,goods,176.02681,331.2791,210.5129,362.6662,0.18127392
594,Dobes & Limbursky_2013_Vlineves-KSK-055.jpg,skull,205.26855,352.96005,228.8205,381.59067,0.17245357
595,Dobes & Limbursky_2013_Vlineves-KSK-055.jpg,skull,183.99722,367.36154,223.64157,389.3168,0.15696512
596,Dobes & Limbursky_2013_Vlineves-KSK-055.jpg,goods,204.07494,364.33807,227.9594,390.42792,0.15064685
597,Dobes & Limbursky_2013_Vlineves-KSK-055.jpg,skeleton_left_side,183.99722,367.36154,223.64157,389.3168,0.12798853
598,Dobes & Limbursky_2013_Vlineves-KSK-055.jpg,goods,189.28429,336.17615,212.34752,357.4001,0.11968335
599,Dobes & Limbursky_2013_Vlineves-KSK-055.jpg,goods,156.92038,80.65048,185.01776,110.56123,0.103032954
600,Dobes & Limbursky_2013_Vlineves-KSK-055.jpg,skeleton_left_side,133.7497,373.0261,214.44489,398.3483,0.10179339
601,Dobes & Limbursky_2013_Vlineves-KSK-055.jpg,skeleton_right_side,112.60587,129.70277,212.46637,179.21446,0.100959964
602,Dobes & Limbursky_2013_Vlineves-KSK-057.jpg,grave,287.9906,75.42811,466.54987,193.22897,0.9998363
603,Dobes & Limbursky_2013_Vlineves-KSK-057.jpg,grave_cross_section,247.11635,604.9113,464.35968,646.0457,0.99981123
604,Dobes & Limbursky_2013_Vlineves-KSK-057.jpg,grave,248.36407,448.09735,467.74432,592.4764,0.99975973
605,Dobes & Limbursky_2013_Vlineves-KSK-057.jpg,grave,32.279015,72.4153,261.0521,208.90681,0.9995054
606,Dobes & Limbursky_2013_Vlineves-KSK-057.jpg,grave_cross_section,54.59498,224.78807,237.34976,248.51659,0.9924601
607,Dobes & Limbursky_2013_Vlineves-KSK-057.jpg,arrow_up,436.00775,455.61774,451.74017,481.0907,0.9528812
608,Dobes & Limbursky_2013_Vlineves-KSK-057.jpg,arrow_up,234.56775,78.41234,250.62033,104.110886,0.95001054
609,Dobes & Limbursky_2013_Vlineves-KSK-057.jpg,scale,379.90717,196.54759,452.6648,212.19868,0.9131613
610,Dobes & Limbursky_2013_Vlineves-KSK-057.jpg,scale,387.3805,590.664,471.94305,606.87177,0.80747527
611,Dobes & Limbursky_2013_Vlineves-KSK-057.jpg,goods,402.86438,544.517,427.63647,561.6136,0.79029393
612,Dobes & Limbursky_2013_Vlineves-KSK-057.jpg,arrow_up,449.8835,85.00941,464.4667,111.86312,0.7795823
613,Dobes & Limbursky_2013_Vlineves-KSK-057.jpg,scale,169.39163,203.48778,234.13757,220.30855,0.7646253
614,Dobes & Limbursky_2013_Vlineves-KSK-057.jpg,grave_cross_section,277.0074,213.8235,475.0984,239.86803,0.5531318
615,Dobes & Limbursky_2013_Vlineves-KSK-057.jpg,skeleton_left_side,298.70233,517.34326,409.773,551.83594,0.5148177
616,Dobes & Limbursky_2013_Vlineves-KSK-057.jpg,arrow_up,440.41748,458.90875,458.3515,478.5578,0.34600294
617,Dobes & Limbursky_2013_Vlineves-KSK-057.jpg,skeleton,299.22607,503.20398,396.10455,552.98315,0.25318143
618,Dobes & Limbursky_2013_Vlineves-KSK-057.jpg,arrow_up,236.19145,88.46854,252.02458,111.907974,0.23870158
619,Dobes & Limbursky_2013_Vlineves-KSK-057.jpg,goods,392.50958,543.09784,416.32233,558.56635,0.2076517
620,Dobes & Limbursky_2013_Vlineves-KSK-057.jpg,goods,399.66296,536.349,421.50476,552.39624,0.20318088
621,Dobes & Limbursky_2013_Vlineves-KSK-057.jpg,goods,88.94144,289.07718,112.03265,308.18832,0.15262547
622,Dobes & Limbursky_2013_Vlineves-KSK-057.jpg,scale,354.2776,203.11084,443.5625,217.34854,0.108434826
623,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,grave,42.705208,490.00046,237.91174,614.91077,0.9999584
624,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,grave,50.873253,60.975784,278.62576,212.62654,0.99986637
625,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,grave,33.316505,263.54926,235.32886,417.25336,0.999703
626,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,grave,315.24463,68.14464,461.7229,167.64003,0.99959546
627,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,grave_cross_section,42.685158,418.82895,241.50635,472.40744,0.99848336
628,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,grave_cross_section,60.196213,229.13403,277.88177,250.68802,0.9958703
629,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,grave_cross_section,32.564224,621.10455,275.58325,642.06256,0.97593325
630,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,arrow_up,449.06116,74.96497,463.12897,97.717125,0.94039077
631,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,scale,214.9307,603.4507,280.1625,614.978,0.9239011
632,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,scale,310.917,168.11629,373.06696,179.01088,0.8508516
633,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,arrow_up,263.42157,73.426575,276.9073,98.79816,0.81480026
634,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,arrow_left,203.32864,484.44394,234.56866,492.32358,0.7957469
635,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,scale,173.07077,403.73526,232.69946,413.6868,0.7633283
636,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,skull,78.91071,326.83557,117.69814,360.00757,0.7397968
637,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,scale,43.525013,211.6922,114.35983,224.35052,0.6899665
638,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,goods,379.9635,88.1,408.08368,112.37502,0.6486796
639,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,arrow_up,220.74112,266.89468,231.9592,292.1769,0.5839115
640,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,skeleton_left_side,82.47878,315.72333,197.34937,376.8291,0.5623298
641,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,arrow_left,212.21086,492.23087,233.3473,502.99496,0.3037613
642,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,skeleton_right_side,87.38808,315.53516,185.5027,378.58978,0.2834476
643,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,grave_cross_section,316.28766,183.19987,462.08008,205.85817,0.25734583
644,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,skeleton,73.46751,306.0259,190.16235,389.3323,0.18771106
645,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,scale,160.53134,411.59906,228.39172,422.12476,0.1579547
646,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,scale,52.56168,218.04637,133.63995,231.17885,0.1300908
647,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,arrow_right,207.09671,485.91998,234.49323,494.1496,0.12340119
648,Dobes & Limbursky_2013_Vlineves-KSK-059.jpg,goods,350.94672,97.57416,368.7406,114.00473,0.108162716
649,Dobes & Limbursky_2013_Vlineves-KSK-061.jpg,grave,45.82811,499.28,195.15991,589.64844,0.9993137
650,Dobes & Limbursky_2013_Vlineves-KSK-061.jpg,grave,281.9679,497.9406,466.10553,599.3947,0.9950003
651,Dobes & Limbursky_2013_Vlineves-KSK-061.jpg,grave_cross_section,268.69528,617.91284,454.1345,641.51917,0.9821254
652,Dobes & Limbursky_2013_Vlineves-KSK-061.jpg,scale,345.03476,604.19666,412.6874,617.92664,0.98093843
653,Dobes & Limbursky_2013_Vlineves-KSK-061.jpg,arrow_up,364.46082,67.23125,375.19775,99.14848,0.92690605
654,Dobes & Limbursky_2013_Vlineves-KSK-061.jpg,grave,101.12283,53.176773,446.4125,384.2879,0.9095797
655,Dobes & Limbursky_2013_Vlineves-KSK-061.jpg,arrow_up,452.7113,506.1822,464.8943,531.8394,0.87208825
656,Dobes & Limbursky_2013_Vlineves-KSK-061.jpg,arrow_up,188.26598,499.96967,197.43001,527.85675,0.867732
657,Dobes & Limbursky_2013_Vlineves-KSK-061.jpg,scale,71.42609,600.1808,138.33899,615.2499,0.859937
658,Dobes & Limbursky_2013_Vlineves-KSK-061.jpg,grave_cross_section,40.3248,387.304,442.8256,448.49612,0.72410023
659,Dobes & Limbursky_2013_Vlineves-KSK-061.jpg,skull,227.20206,227.30385,272.77103,249.84749,0.39722985
660,Dobes & Limbursky_2013_Vlineves-KSK-061.jpg,grave_cross_section,49.326515,623.76886,197.67493,643.9268,0.31107634
661,Dobes & Limbursky_2013_Vlineves-KSK-061.jpg,map,58.118195,41.80452,464.22318,384.4956,0.23618846
662,Dobes & Limbursky_2013_Vlineves-KSK-061.jpg,skeleton,227.20206,227.30385,272.77103,249.84749,0.2210544
663,Dobes & Limbursky_2013_Vlineves-KSK-061.jpg,goods,92.500565,543.70624,114.56329,557.2873,0.21960911
664,Dobes & Limbursky_2013_Vlineves-KSK-061.jpg,arrow_up,356.89166,67.55318,373.2376,101.5809,0.21461062
665,Dobes & Limbursky_2013_Vlineves-KSK-061.jpg,scale,351.7776,439.74252,422.98456,455.38144,0.20610389
666,Dobes & Limbursky_2013_Vlineves-KSK-061.jpg,skull,253.26936,227.32144,278.07703,243.49393,0.12972255
667,Dobes & Limbursky_2013_Vlineves-KSK-061.jpg,skull,245.87386,228.40338,281.9437,253.08875,0.1264903
668,Dobes & Limbursky_2013_Vlineves-KSK-061.jpg,goods,90.00052,537.7478,130.20268,564.4072,0.11998696
669,Dobes & Limbursky_2013_Vlineves-KSK-061.jpg,goods,315.46292,525.9918,339.40927,544.09656,0.1105487
670,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,grave,288.3803,397.26166,473.62946,478.2721,0.9999629
671,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,grave,36.66864,241.68605,246.99036,368.7346,0.9998292
672,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,grave,269.60007,213.48468,472.52737,338.5429,0.99905497
673,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,grave_cross_section,281.83994,357.7047,467.124,381.2766,0.99863106
674,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,grave_cross_section,47.73159,379.42474,247.44186,403.6458,0.97808814
675,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,arrow_up,445.05682,219.32019,463.43524,242.67227,0.97038776
676,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,grave_cross_section,53.652176,201.17326,280.33215,224.79182,0.9688448
677,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,scale,395.2376,342.5745,462.73303,355.20987,0.9386215
678,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,skeleton_left_side,306.94995,245.0057,430.86487,317.38242,0.93668103
679,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,scale,391.72128,477.22913,465.1984,487.64948,0.93305284
680,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,grave,41.498215,71.92544,279.70013,184.03073,0.92550164
681,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,scale,50.16972,185.79097,128.15271,199.59444,0.8976562
682,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,goods,160.5981,248.77895,197.66402,279.78033,0.8704568
683,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,arrow_up,249.0308,74.995125,261.353,103.19947,0.80807996
684,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,skull,178.69237,305.46417,200.21873,321.64,0.77966094
685,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,skeleton_left_side,89.77223,281.46786,206.42479,337.62552,0.76821893
686,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,arrow_up,454.33295,402.14783,464.44885,423.64868,0.7378253
687,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,goods,365.79504,443.14694,396.92615,462.40726,0.6938637
688,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,skull,145.53348,300.6223,195.62457,326.80524,0.6253056
689,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,goods,143.12419,250.04146,177.29979,276.5045,0.5599789
690,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,goods,190.8999,268.95056,209.96335,291.12897,0.43513834
691,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,arrow_up,229.44025,238.68164,243.82312,265.71155,0.42880768
692,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,scale,188.16956,361.06497,262.983,374.87656,0.3967163
693,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,skull,396.6439,250.9766,424.2167,272.04172,0.3500495
694,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,goods,363.61594,438.85092,390.59402,455.5566,0.33612844
695,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,skull,403.1088,259.16953,435.53012,281.019,0.3159362
696,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,goods,131.95119,253.06284,161.42448,275.543,0.30335373
697,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,goods,208.41623,96.06311,225.44196,113.68385,0.26796827
698,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,goods,179.66605,255.01074,208.95029,277.95667,0.25747102
699,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,goods,176.28423,263.29556,198.43678,288.03226,0.2546544
700,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,arrow_up,435.81332,221.18513,454.49863,242.03368,0.23482357
701,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,skull,392.05728,263.2435,428.31326,290.83365,0.21070714
702,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,skeleton_left_side,120.59296,97.16202,212.22684,167.7349,0.20141701
703,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,skeleton_right_side,299.53635,248.45079,428.67654,321.43927,0.20068064
704,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,goods,406.62396,276.596,430.45386,296.97626,0.1879499
705,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,goods,408.3637,290.98737,435.9356,308.24072,0.18133813
706,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,goods,372.46405,446.02164,386.222,459.699,0.15428878
707,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,skull,172.81152,299.29773,198.02802,317.77344,0.13691415
708,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,grave_cross_section,288.0042,487.93927,465.97864,505.31598,0.12387645
709,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,goods,188.8708,285.54102,207.56538,302.70172,0.11419346
710,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,goods,407.93817,264.8853,430.8697,287.54712,0.112345934
711,Dobes & Limbursky_2013_Vlineves-KSK-063.jpg,skull,96.70676,102.65442,118.18619,117.05769,0.10836067
712,Dobes & Limbursky_2013_Vlineves-KSK-065.jpg,grave,293.6904,71.164444,465.8428,192.04408,0.99993885
713,Dobes & Limbursky_2013_Vlineves-KSK-065.jpg,grave,287.12775,319.94482,460.8916,443.76288,0.9998803
714,Dobes & Limbursky_2013_Vlineves-KSK-065.jpg,grave,50.116997,66.31416,280.99432,202.88173,0.997248
715,Dobes & Limbursky_2013_Vlineves-KSK-065.jpg,scale,402.6302,187.8708,462.81146,200.13109,0.9642229
716,Dobes & Limbursky_2013_Vlineves-KSK-065.jpg,grave_cross_section,45.460136,216.08376,288.0667,232.33412,0.9475273
717,Dobes & Limbursky_2013_Vlineves-KSK-065.jpg,grave_cross_section,250.45723,456.96948,466.79132,485.7118,0.92912894
718,Dobes & Limbursky_2013_Vlineves-KSK-065.jpg,scale,397.87463,439.49783,457.9624,453.07785,0.9231879
719,Dobes & Limbursky_2013_Vlineves-KSK-065.jpg,arrow_up,447.13275,75.05211,458.4892,100.3098,0.8793331
720,Dobes & Limbursky_2013_Vlineves-KSK-065.jpg,grave_cross_section,297.56625,204.40807,464.83994,234.19743,0.8382856
721,Dobes & Limbursky_2013_Vlineves-KSK-065.jpg,skeleton_left_side,82.14794,106.41655,222.34921,170.43474,0.8078368
722,Dobes & Limbursky_2013_Vlineves-KSK-065.jpg,arrow_up,250.69012,73.931595,270.1281,101.3624,0.7970164
